site_code,assetid,site_name,neighbourhood,ward_name,service,bin_count,bin_size,route1,route2,route3,easting,northing,classification
7901410,30001,Ettrickdale Place,North West Locality,05-Inverleith,WS: Communal Bin,1,660 Litres,Route 22 Week All - Thursday,No Route Allocated,No Route Allocated,324836,675013,In Development
7901388,30002,Crewe Road West,North West Locality,04-Forth,WS: Communal Bin,3,1100 Litres,Route 28 Week All - Monday,Route 28 Week All - Thursday,No Route Allocated,322741,676306,Public Footway
7901387,30008,Crewe Road North,North West Locality,04-Forth,WS: Communal Bin,1,1280 Litres,Route 21 Week All - Thursday,No Route Allocated,No Route Allocated,322909,675959,In Development
7901387,30007,Crewe Road North,North West Locality,04-Forth,WS: Communal Bin,16,660 Litres,Route 21 Week All - Thursday,No Route Allocated,No Route Allocated,322937,675971,In Development
7901387,30006,Crewe Road North,North West Locality,04-Forth,WS: Communal Bin,1,1280 Litres,Route 21 Week All - Thursday,No Route Allocated,No Route Allocated,322800,676486,Public Footway
7901380,30001,Corbiehill Road,North West Locality,01-Almond,WS: Communal Bin,1,1280 Litres,Route 28 Week All - Thursday,No Route Allocated,No Route Allocated,321049.13,675262.97,In Development
7901372,30002,Clark Place,North West Locality,04-Forth,WS: Communal Bin,3,1100 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,324766,676154,In Development
7901372,30001,Clark Place,North West Locality,04-Forth,WS: Communal Bin,3,1100 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,324788,676121,In Development
7901369,30001,Cargil Terrace,North West Locality,04-Forth,WS: Communal Bin,1,660 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,324575,676412,Public Footway
7901355,30001,Bangholm Terrace,North West Locality,05-Inverleith,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,324818,675858,In Development
7901351,30001,Arboretum Road,North West Locality,05-Inverleith,WS: Communal Bin,1,1280 Litres,Route 28 Week 2 - Sunday,No Route Allocated,No Route Allocated,324235,675861,Public Carriageway
7901347,30002,Yardheads,North East Locality,13-Leith,WS: Communal Bin,5,1100 Litres,Route 91 Week All - Monday,Route 91 Week All - Thursday,No Route Allocated,326834,676143,In Development
7901347,30001,Yardheads,North East Locality,13-Leith,WS: Communal Bin,2,1280 Litres,Route 91 Week All - Monday,Route 91 Week All - Thursday,No Route Allocated,326795,676173,In Development
7901345,30002,West Cromwell Street,North East Locality,13-Leith,WS: Communal Bin,4,660 Litres,Route 91 Week All - Monday,Route 91 Week All - Thursday,No Route Allocated,326596,676617,In Development
7901342,30002,Wellington Place,North East Locality,13-Leith,WS: Communal Bin,3,1280 Litres,Route 91 Week All - Monday,Route 91 Week All - Thursday,No Route Allocated,327138,675998,Public Carriageway
7901342,30001,Wellington Place,North East Locality,13-Leith,WS: Communal Bin,2,1280 Litres,Route 91 Week All - Monday,Route 91 Week All - Thursday,No Route Allocated,327100,675953,Public Carriageway
7901341,30003,Water Street,North East Locality,13-Leith,WS: Communal Bin,3,1280 Litres,Route 25 Week All - Thursday,Route 25 Week All - Monday,No Route Allocated,327112,676396,In Development
7901341,30002,Water Street,North East Locality,13-Leith,WS: Communal Bin,5,1280 Litres,Route 25 Week All - Thursday,Route 25 Week All - Monday,No Route Allocated,327120,676408,In Development
7901339,30001,Warriston Road,North West Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 25 Week All - Monday,No Route Allocated,No Route Allocated,325234,675107,In Development
7901336,30001,Trafalgar Street,North East Locality,12-Leith Walk,WS: Communal Bin,5,1280 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,326094,676251,In Development
7901335,30005,Trafalgar Lane,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 25 Week All - Monday,Route 25 Week All - Thursday,No Route Allocated,326030,676266,Public Carriageway
7901335,30004,Trafalgar Lane,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 25 Week All - Monday,Route 25 Week All - Thursday,No Route Allocated,326141,676305,In Development
7901335,30003,Trafalgar Lane,North East Locality,12-Leith Walk,WS: Communal Bin,1,1280 Litres,Route 25 Week All - Monday,Route 25 Week All - Thursday,No Route Allocated,326206,676316,Public Carriageway
7901333,30011,Tower Street,North East Locality,13-Leith,WS: Communal Bin,2,1280 Litres,Route 21 Week All - Monday,Route 21 Week All - Thursday,No Route Allocated,327160,676688,Public Carriageway
7901333,30010,Tower Street,North East Locality,13-Leith,WS: Communal Bin,6,1280 Litres,Route 21 Week All - Monday,Route 21 Week All - Thursday,No Route Allocated,327206,676568,In Development
7901332,30008,Tower Place,North East Locality,13-Leith,WS: Communal Bin,2,940 Litres,Route 21 Week All - Monday,Route 91 Week All - Thursday,No Route Allocated,327136,676750,In Development
7901332,30007,Tower Place,North East Locality,13-Leith,WS: Communal Bin,4,1280 Litres,Route 21 Week All - Monday,Route 91 Week All - Thursday,No Route Allocated,327179,676776,Public Carriageway
7901330,30002,Tinto Place,North East Locality,12-Leith Walk,WS: Communal Bin,4,1280 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,326262,675905,In Development
7901330,30001,Tinto Place,North East Locality,12-Leith Walk,WS: Communal Bin,4,1280 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,326186,675835,In Development
7901329,30002,Timber Bush,North East Locality,13-Leith,WS: Communal Bin,5,1280 Litres,Route 25 Week All - Monday,No Route Allocated,No Route Allocated,327250,676567,In Development
7901329,30001,Timber Bush,North East Locality,13-Leith,WS: Communal Bin,5,1280 Litres,Route 25 Week All - Monday,No Route Allocated,No Route Allocated,327190,676566,In Development
7901328,30007,Thorntree Street,North East Locality,12-Leith Walk,WS: Communal Bin,1,1280 Litres,Route 29 Week All - Wednesday,Route 29 Week All - Sunday,No Route Allocated,327075,675555,Public Carriageway
7901328,30006,Thorntree Street,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Wednesday,Route 29 Week All - Sunday,No Route Allocated,327014,675596,Public Carriageway
7901328,30005,Thorntree Street,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Wednesday,Route 29 Week All - Sunday,No Route Allocated,327057,675547,In Development
7901328,30004,Thorntree Street,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Wednesday,Route 29 Week All - Sunday,No Route Allocated,327082,675542,Public Carriageway
7901328,30003,Thorntree Street,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Wednesday,Route 29 Week All - Sunday,No Route Allocated,327055,675559,Public Carriageway
7901328,30002,Thorntree Street,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Wednesday,Route 29 Week All - Sunday,No Route Allocated,326976,675603,Public Carriageway
7901328,30001,Thorntree Street,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Wednesday,Route 29 Week All - Sunday,No Route Allocated,327004,675590,Public Carriageway
7901327,30002,The Quilts,North East Locality,13-Leith,WS: Communal Bin,3,1280 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,326464,676258,In Development
7901327,30001,The Quilts,North East Locality,13-Leith,WS: Communal Bin,3,1280 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,326513,676226,In Development
7901326,30001,The Bowling Green,North East Locality,13-Leith,WS: Communal Bin,1,1280 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,326547,676259,In Development
7901321,30002,Summerside Place,North West Locality,04-Forth,WS: Communal Bin,1,660 Litres,Route 21 Week All - Monday,Route 21 Week All - Thursday,No Route Allocated,325864,676514,Public Footway
7901321,30001,Summerside Place,North West Locality,04-Forth,WS: Communal Bin,1,660 Litres,Route 21 Week All - Monday,Route 21 Week All - Thursday,No Route Allocated,326035,676384,In Development
7901317,30003,Stead's Place,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Monday,Route 22 Week All - Thursday,No Route Allocated,326670,675712,Public Carriageway
7901317,30002,Stead's Place,North East Locality,12-Leith Walk,WS: Communal Bin,3,1280 Litres,Route 22 Week All - Monday,Route 22 Week All - Thursday,No Route Allocated,326751,675647,In Development
7901317,30001,Stead's Place,North East Locality,12-Leith Walk,WS: Communal Bin,3,1280 Litres,Route 22 Week All - Monday,Route 22 Week All - Thursday,No Route Allocated,326724,675675,In Development
7901314,30001,St Clair Street,North East Locality,12-Leith Walk,WS: Communal Bin,3,1100 Litres,Route 22 Week All - Monday,Route 22 Week All - Thursday,No Route Allocated,327303,675022,In Development
7901313,30003,St Clair Road,North East Locality,12-Leith Walk,WS: Communal Bin,5,1280 Litres,Route 92 Week All - Sunday,No Route Allocated,No Route Allocated,327163,675318,In Development
7901313,30002,St Clair Road,North East Locality,12-Leith Walk,WS: Communal Bin,4,940 Litres,Route 92 Week All - Sunday,No Route Allocated,No Route Allocated,327189,675284,In Development
7901312,30001,St Clair Place,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 92 Week All - Sunday,No Route Allocated,No Route Allocated,327093,675162,In Development
7901306,30002,Springfield Street,North East Locality,12-Leith Walk,WS: Communal Bin,6,1280 Litres,Route 22 Week All - Monday,Route 22 Week All - Thursday,No Route Allocated,326693,675599,In Development
7901306,30001,Springfield Street,North East Locality,12-Leith Walk,WS: Communal Bin,14,1280 Litres,Route 22 Week All - Monday,Route 22 Week All - Thursday,No Route Allocated,326698,675655,In Development
7901303,30001,Spey Terrace,North East Locality,12-Leith Walk,WS: Communal Bin,1,1280 Litres,Route 22 Week All - Monday,Route 22 Week All - Thursday,No Route Allocated,326454,675122,In Development
7901300,30004,South Sloan Street,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Wednesday,Route 29 Week All - Sunday,No Route Allocated,326826,675100,Public Carriageway
7901300,30003,South Sloan Street,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Wednesday,Route 29 Week All - Sunday,No Route Allocated,326812,675054,Public Carriageway
7901300,30002,South Sloan Street,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Wednesday,Route 29 Week All - Sunday,No Route Allocated,326834,675120,Public Carriageway
7901300,30001,South Sloan Street,North East Locality,12-Leith Walk,WS: Communal Bin,1,1280 Litres,Route 29 Week All - Wednesday,Route 29 Week All - Sunday,No Route Allocated,326807,675117,Public Footway
7901299,30001,South Lorne Place,North East Locality,12-Leith Walk,WS: Communal Bin,3,1280 Litres,Route 29 Week All - Wednesday,Route 29 Week All - Sunday,No Route Allocated,326891,675433,Public Carriageway
7901297,30002,South Fort Street,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,326265,676353,In Development
7901297,30001,South Fort Street,North East Locality,12-Leith Walk,WS: Communal Bin,4,1280 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,326283,676337,In Development
7901296,30003,Smith's Place,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Wednesday,Route 29 Week All - Sunday,No Route Allocated,326805,675546,Public Footway
7901296,30002,Smith's Place,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Wednesday,Route 29 Week All - Sunday,No Route Allocated,326801,675558,Public Footway
7901296,30001,Smith's Place,North East Locality,12-Leith Walk,WS: Communal Bin,4,1280 Litres,Route 29 Week All - Wednesday,Route 29 Week All - Sunday,No Route Allocated,326821,675550,Public Footway
7901295,30010,Sloan Street,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Wednesday,Route 29 Week All - Sunday,No Route Allocated,326847,675240,Public Carriageway
7901295,30009,Sloan Street,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Wednesday,Route 29 Week All - Sunday,No Route Allocated,326885,675355,Public Carriageway
7901295,30008,Sloan Street,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Wednesday,Route 29 Week All - Sunday,No Route Allocated,326874,675317,Public Footway
7901295,30007,Sloan Street,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Wednesday,Route 29 Week All - Sunday,No Route Allocated,326869,675291,Public Carriageway
7901295,30006,Sloan Street,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Wednesday,Route 29 Week All - Sunday,No Route Allocated,326885,675390,Public Footway
7901295,30005,Sloan Street,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Wednesday,Route 29 Week All - Sunday,No Route Allocated,326876,675356,Public Carriageway
7901295,30004,Sloan Street,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Wednesday,Route 29 Week All - Sunday,No Route Allocated,326867,675318,Public Footway
7901295,30003,Sloan Street,North East Locality,12-Leith Walk,WS: Communal Bin,1,1280 Litres,Route 29 Week All - Wednesday,Route 29 Week All - Sunday,No Route Allocated,326862,675303,Public Carriageway
7901295,30002,Sloan Street,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Wednesday,Route 29 Week All - Sunday,No Route Allocated,326824,675144,Public Footway
7901295,30001,Sloan Street,North East Locality,12-Leith Walk,WS: Communal Bin,1,1280 Litres,Route 29 Week All - Wednesday,Route 29 Week All - Sunday,No Route Allocated,326845,675281,Public Footway
7901294,30001,Shore Place,North East Locality,13-Leith,WS: Communal Bin,5,1100 Litres,Route 25 Week All - Monday,Route 25 Week All - Thursday,No Route Allocated,327041,676387,In Development
7901293,30007,Shore,North East Locality,13-Leith,WS: Communal Bin,2,1280 Litres,Route 25 Week All - Thursday,Route 25 Week All - Monday,No Route Allocated,327147,676489,Public Footway
7901293,30006,Shore,North East Locality,13-Leith,WS: Communal Bin,1,660 Litres,Route 25 Week All - Monday,No Route Allocated,No Route Allocated,327160,676574,In Development
7901293,30005,Shore,North East Locality,13-Leith,WS: Communal Bin,3,1280 Litres,Route 25 Week All - Thursday,Route 25 Week All - Monday,No Route Allocated,327165,676637,In Development
7901292,30009,Sheriff Park,North East Locality,13-Leith,WS: Communal Bin,2,660 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,326650,676404,In Development
7901292,30008,Sheriff Park,North East Locality,13-Leith,WS: Communal Bin,3,660 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,326723,676424,In Development
7901292,30007,Sheriff Park,North East Locality,13-Leith,WS: Communal Bin,2,660 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,326699,676438,In Development
7901292,30006,Sheriff Park,North East Locality,13-Leith,WS: Communal Bin,2,660 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,326668,676428,In Development
7901292,30005,Sheriff Park,North East Locality,13-Leith,WS: Communal Bin,2,660 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,326708,676393,In Development
